Tweet,Sentiment,Clean_tweet
@AngryBritain So that bassist is the reason why the average age is less than 90 !! #rollingstones #glastonbury #jaggerinshitboots #weakvoice,0,So bassist reason averag age le #rollingston #glastonburi #jaggerinshitboot #weakvoic
RT @christytaylor05: lets see if justin bieber and jessie j can headline a massive festival in 2063 !!!!. #rollingstones #glastonbury #50yeâ¦,0,RT let see justin bieber jessi headlin massiv festiv #rollingston #glastonburi ye
#TheNewsDistilled is cancelled today because there is none: #Wimbledon #F1 #Glastonbury and #Obama on holiday,1,#thenewsdistil cancel today none #wimbledon #F #glastonburi #obama holiday
Des bonnes musiiques a partageer ? #hiphop #rapus #zouk #music #pop,0,de bonn musiiqu partag #hiphop #rapu #zouk #music #pop
Wake up baby brunch! #sleepinglikeababy #besidemommy #goodtimes #love #mommyduties http://t.co/90vqzHzhmy,1,wake babi brunch #sleepinglikeababi #besidemommi #goodtim #love #mommyduti http co vqzhzhmi
"As amazing as Glastonbury looks,I could never,ever do a festival,ever. #ew #concertsalltheway #grimey #camping #noshower #worstnightmare",0,As amaz glastonburi look could never ever festiv ever #ew #concertsalltheway #grimey #camp #noshow #worstnightmar
I work everyday nights this week. Lik wtf! #HowAmISupposedToHangWithFriends #Fml #NoFourthOfJulyForMe,0,work everyday night week lik wtf #howamisupposedtohangwithfriend #fml #nofourthofjulyform
12 hour shift starts at 12! #fml #busy #MightTopMyself,0,hour shift start #fml #busi #mighttopmyself
#cleopatra #kingtutankhamen #40thbirthday #goodtimes #dressups http://t.co/veklkDY7ff,0,#cleopatra #kingtutankhamen thbirthday #goodtim #dressup http co veklkdi ff
"RT @ChristianCull: Anyone would think Stones have never played live.
They have. Often. 
And yes, they''re old!
#bbcglasto #Glastonbury2013Liâ¦",1,RT anyon would think stone never play live they often and ye they''r old #bbcglasto #glastonburi Li
Finalmente encontrÃ© un streaming para Glasto #Fuckers #Glasto2013 #Glastonbury #ComelaBBC #RollingStonesAtGlasto,1,finalment encontr un stream para glasto #fucker #glasto #glastonburi #comelabbc #rollingstonesatglasto
You donât have to struggle with your #Glastonbury camping gear! Let this help you http://t.co/FdQJ9eZIzS,1,you struggl #glastonburi camp gear let help http co fdqj eziz
Dam it @TheRealVaccines are playing #glastonbury #wishingIwasAtGlasto,0,dam play #glastonburi #wishingiwasatglasto
Waited for months for #the1975 to play #glastonbury and @bbcglasto aint showing it #dissapointed,0,wait month #the play #glastonburi aint show #dissapoint
There are millions of grandparents in the UK who were not even born when the #RollingStones played their first gig... #factsbehindthestats,1,there million grandpar UK not even born #rollingston play first gig #factsbehindthestat
Iâm broadcasting #LIVE on #HangWith for #iPhone! Come Hang w/elchapomcrazy! http://t.co/G2aw3j0k5b,0,broadcast #live #hangwith #iphon come hang elchapomcrazi http co aw k
Looking forward to the stones at #glastonbury later on BBC television!  #lipslikejagger,1,look forward stone #glastonburi later bbc televis #lipslikejagg
#Example #AllTheWrongPlaces #Glastonbury,1,#exampl #allthewrongplac #glastonburi
"Covered in ""blood"" at Evil Dead the Musical with @greg_grewell #goodtimes #blood #evil #dead #evildeadâ¦ http://t.co/985s2DXVYX",1,cover blood evil dead music #goodtim #blood #evil #dead #evildead http co dxvyx
#barbarella #2013 #friends #coro #gozadera #bebedera #queremoromo #lastnight #amazing #nopuedopedirmasâ¦ http://t.co/iT7KhwhZWS,0,#barbarella #friend #coro #gozadera #bebedera #queremoromo #lastnight #amaz #nopuedopedirma http co iT khwhzw
#goodtimes #amazingearth #mufc #siralex #Maldives #sink #potato #monkey #@TheNextMourinho #jurrasicpark #pluto #space #FamilyGuy #WillSmith,1,#goodtim #amazingearth #mufc #siralex #maldiv #sink #potato #monkey #jurrasicpark #pluto #space #familyguy #willsmith
Setting up for the #summer #festival at #Benaroya Hall Thursday. Come meet me at cascade playgroundâ¦ http://t.co/KNiDpOWWnM,0,set #summer #festiv #benaroya hall thursday come meet cascad playground http co knidpowwnm
Oh holy fuck Keith you beauty. #rollingstones #glastonbury #bbclivestreaming,1,Oh holi fuck keith beauti #rollingston #glastonburi #bbclivestream
"Your Choice - Something for everyone @ the #Clondalkin #Festival this wknd, including the Buzz of the Fair @LaurelsClondalk Sunday 2-6pm",0,your choic someth everyon #clondalkin #festiv wknd includ buzz fair sunday pm
"They all look really tired except for Mick, get some berocca lads! #nodrugs #Stayclean #TheRollingStones #glastonbury",1,they look realli tire except mick get berocca lad #nodrug #stayclean #therollingston #glastonburi
"Ahora a ver un ratito de #Australia - #Lions, un muy buen test match. En el mundial de seven perdieron #LosPumas7s, 17 a 10 ante #Portugal.",0,ahora ver un ratito de #australia #lion un muy buen test match En el mundial de seven perdieron #lospuma ant #portug
"Good Morning, Luke here, dry and warm today in Hotel Tent City #Glastonbury, the #StraightPride event of the year. Be proud to be Straight",0,good morn luke dri warm today hotel tent citi #glastonburi #straightprid event year Be proud straight
"Technology changes music and defines eras, but lyrics remain constant and ever relevant. #getwhatyouneed #glastonbury #rollingstones",0,technolog chang music defin era lyric remain constant ever relev #getwhatyoune #glastonburi #rollingston
#glasto Victorian train company #fgw to introduce new trains now not running on steam after 1000 pound per person tickets to music festival!,0,#glasto victorian train compani #fgw introduc new train not run steam pound per person ticket music festiv
Is that bloke on the drums dead in real life #glastonbury #androids,1,Is bloke drum dead real life #glastonburi #android
Citrine by the Stones Silver Large Cuff Bracelet http://t.co/Y0e4JGAj13 #Bracelet #by #Citrine #Cuff #D1005CSS #Large #Silver #Stones #The,0,citrin stone silver larg cuff bracelet http co e jgaj #bracelet #bi #citrin #cuff #D css #larg #silver #stone #the
@BromleyEsq And then they could star in an hilarious early 80s frat house movie alongside Chevy Chase. #chevy #chaseandstatus #quo,0,and could star hilari earli frat hous movi alongsid chevi chase #chevi #chaseandstatu #quo
"Public Enemy recite their powerful black-power mantra and look out on a typical Glasto, largely all-white audience. #bbcglasto #ohtheirony",0,public enemi recit power black power mantra look typic glasto larg white audienc #bbcglasto #ohtheironi
#akyaka #amazing #greate #peace sea #naturel http://t.co/fTWEG1H8GR,0,#akyaka #amaz #great #peac sea #naturel http co ftweg GR
@abisnail_amk step aside Tim Minchinâthe Stones are on stage at #Glastonbury #RightUpUrStreet,0,step asid tim minchin stone stage #glastonburi #rightupurstreet
,0,
This old man has got moves like jagger.... #glastonbury #oxygentothestage.,0,thi old man got move like jagger #glastonburi #oxygentothestag
BBC3 will be the plan for this evening! #glastonbury #Chase&Status #Tearupthelivingroom,0,bbc plan even #glastonburi #chase statu #tearupthelivingroom
is this glastonbury or bo selecta? #rollingstones #plasticsurgery #legendsthough,0,glastonburi bo selecta #rollingston #plasticsurgeri #legendsthough
Anyone at Glastonbury to see The Stones headlining tonight I official hate!! #hatefestivalsbutmanamIjealous #lovethestones,0,anyon glastonburi see the stone headlin tonight offici hate #hatefestivalsbutmanamijeal #lovetheston
Yes @example is on Glastonbury :) #EXAMPLEROCKS  #glastonbury,0,ye glastonburi #examplerock #glastonburi
My 500th picture! #lastone #xtu #sadgirl #missit #nextyear #anniversaryshow #loveit! http://t.co/rqzvH6QSl3,1,My th pictur #laston #xtu #sadgirl #missit #nextyear #anniversaryshow #loveit http co rqzvh qsl
RT @PSPMarine: It''s a big weekend for music and sports lovers but its too sunny to sit indoors and watch tv! #Silverstone #Glastonbury #touâ¦,0,RT it'' big weekend music sport lover sunni sit indoor watch tv #silverston #glastonburi #tou
Naar huis. Dikke podium staat er. Vanavond/vanacht weer terug om te breken #Hillegom #festival,0,naar hui dikk podium staat er vanavond vanacht weer terug om te breken #hillegom #festiv
Great weekend for sport and music #SilverstoneGP #MotoGP #glastonbury,1,great weekend sport music #silverstonegp #motogp #glastonburi
BABY''S on a plane! #plane #mexico #early #vacation #wow http://t.co/D6O7ln33Gc,0,baby'' plane #plane #mexico #earli #vacat #wow http co O ln Gc
"Secret Glastonbury sets are, like, SO, 2011. #vaccines #radiohead",0,secret glastonburi set like SO #vaccin #radiohead
"forgot how funny dan clark is, been a while since i have seen his antics. https://t.co/cnxa3vAAO0 #sedhill #mental #clarky",0,forgot funni dan clark sinc seen antic http co cnxa vaao #sedhil #mental #clarki
Surprisingly impressed with @example at Glastonbury. Wish I had seen more of him at @RockNessFest now. #regret #glastonbury,1,surprisingli impress glastonburi wish seen #regret #glastonburi
Make sure you''re watching Sky Sports at 10.30am to see the premiere of our #LetThereBeBeer TV ad ahead of the #Lions game,1,make sure you''r watch ski sport see premier #lettherebeb TV ad ahead #lion game
KÄ±zlarÄ±mmm #folklor #sinem #senem #festival #gosteri #kostÃ¼m #feshane #beautiful #crayz #yafem #sisterâ¦ http://t.co/rxMBA69Tt5,0,zlar mmm #folklor #sinem #senem #festiv #gosteri #kost #feshan #beauti #crayz #yafem #sister http co rxmba Tt
Turned it back on out of curiosity. Is it just me or are they all out of tune and out of time? #RollingStones #ShouldveRetiredFortyYearsAgo,0,turn back curios Is tune time #rollingston #shouldveretiredfortyyearsago
#Manchester Man Utd and Wayne Rooney set for clear the air talks http://t.co/9gaAhpePte #mufc #united,0,#manchest man utd wayn rooney set clear air talk http co gaahpept #mufc #unit
RT @RHaryantonews: Rio Haryanto in the practice session. #GP2 #Silverstone #BritishGP http://t.co/txKg1WUSXr,1,RT rio haryanto practic session #gp #silverston #britishgp http co txkg wusxr
De jus is er wel aardig af bij de #rollingstones #tijdomtestoppen,1,De ju er wel aardig af bij de #rollingston #tijdomtestoppen
Morning! Looking forward to having #CPFC footballer @YannickBolasie in for a chat and playing moosik from #Glastonbury too. @1xtra til 1pm,0,morn look forward #cpfc footbal chat play moosik #glastonburi til pm
Dropping Eastern Jam 2nd tune - Stop it! #toomuch #eavy #glasto13,1,drop eastern jam nd tune stop #toomuch #eavi #glasto
,1,
How come @ChaseandStatus frontman wearing an #AleisterCrowley robe? #Glasto2013,0,how come frontman wear #aleistercrowley robe #glasto
Love my new phone cover! #fuckmeimfamous #ibiza #cover #leopard #print #blue #green #love #it #amazingâ¦ http://t.co/BI6ZaWOqxL,0,love new phone cover #fuckmeimfam #ibiza #cover #leopard #print #blue #green #love #it #amaz http co BI zawoqxl
Finally this amazing cd has arrived! Just in time for #glastonbury! @RollingStones @officialKeef is awesome #longlivekeef,0,final amaz cd arriv just time #glastonburi awesom #longlivekeef
RT @shumail_z: #libertybooks #ExpoCentre #discounts #Today #Wow,1,RT #libertybook #expocentr #discount #today #wow
I #want these now (: ahah #nike #mercurial #vapors #sick #beautiful #sexy #soccer http://t.co/GVY4Qppqxg,0,#want ahah #nike #mercuri #vapor #sick #beauti #sexi #soccer http co gvi qppqxg
so as I''m not at Glastonbury I''m going to cheer myself up by buying festival clothes online #everycloud #silverlining,0,i''m not glastonburi i''m go cheer buy festiv cloth onlin #everycloud #silverlin
Littlw spicy... chile #picoso #nomames #tacos #epic #foodgasm #foodporn #afterwork :) @ Mo-chica http://t.co/NlfIMOlx41,0,littlw spici chile #picoso #nomam #taco #epic #foodgasm #foodporn #afterwork Mo chica http co nlfimolx
#Britaingoesmental #Glastonbury #skinnyOAP_Bop #60''sRebelturnedestablishment #Howeciting...not really :P,0,#britaingoesment #glastonburi #skinnyoap bop ''srebelturnedestablish #howecit not realli
"Amazing night with some amazing people. 
#goodtimes 
#lovelife",1,amaz night amaz peopl #goodtim #lovelif
#bbcglasto wish I was there! #sun and music what more do u need? Apart from cider! #glastofest #Glastoshout #climate #bangbang,0,#bbcglasto wish #sun music need apart cider #glastofest #glastoshout #climat #bangbang
Songs arent the worst ever but hopeless singing live #example #cantsing #keepaskingcrowdtosing,1,song arent worst ever hopeless sing live #exampl #cants #keepaskingcrowdtos
Gli Stones entrano a #Glastonbury con Jumpin'' Jack Flash... #madonnamadonna,1,gli stone entrano #glastonburi con jumpin'' jack flash #madonnamadonna
They are much better with your eyes shut #rollingstones #woulddowellonthevoice #amuncoolnottofindthestonescool,0,they much better eye shut #rollingston #woulddowellonthevoic #amuncoolnottofindthestonescool
Those fucking FLAGS!!! :( #GLASTONBURY #BurnTheCuntingThings,1,those fuck flag #glastonburi #burnthecuntingth
#proudsistermoment #wishiwasthere http://t.co/mjC6E0UpU7,0,#proudsistermo #wishiwasther http co mjc upu
#HURTS #glastonbury 2011 #TheoHutchcraft #AdamAnderson #theohurts #adamhurts http://t.co/K1Zab4yyJM,0,#hurt #glastonburi #theohutchcraft #adamanderson #theohurt #adamhurt http co zab yyjm
Here Comes The SUN Here Comes The RAIN Standing in the eye of a HURRICANE! :) #FeelingHappy #music fan #bridgitmendler,0,here come the sun here come the rain stand eye hurrican #feelinghappi #music fan #bridgitmendl
"@Brucebfg If it wasn''t overcast I''d be out in the garden too. I shall be watching Glastonbury, and Silverstone if it continues #WantSun",0,If wasn''t overcast i''d garden shall watch glastonburi silverston continu #wantsun
They are afraid of us. Very good. It should always bede like that. Cmon JJ!! #PreviousTweet #Wimbledon #PolishPower,1,they afraid u veri good It alway bede like cmon JJ #previoustweet #wimbledon #polishpow
DUSTED OFF SOME OF MY OLD 45''s here is one from 1972 #tumblingdice #sweetblackangel  #ROLLINGSTONES http://t.co/ZYByFabevE,0,dust off some OF MY old '' one #tumblingdic #sweetblackangel #rollingston http co zybyfabev
RT #13news #bbcglasto 3 more female pedro''s going down s smeadle shaft,0,RT news #bbcglasto femal pedro'' go smeadl shaft
Just had the stats for new #FitnessRegime1 website! 400 page views in its first day with 9mins avg viewing time per visit #goodtimes RT !!,0,just stat new #fitnessregim websit page view first day min avg view time per visit #goodtim RT
I miss you snow! Saudades da neve! #sogood #sonice #like #sobeautiful #amazing #lindo #incrÃ­vel #coldâ¦ http://t.co/yEWXmC1uzY,0,miss snow saudad da neve #sogood #sonic #like #sobeauti #amaz #lindo #incr vel #cold http co yewxmc uzi
"Watching a documentary on #PublicEnemy made me further realise they are the gods of hip hop, influences on all after. #Immortals",0,watch documentari #publicenemi made realis god hip hop influenc #immort
Rescues Rock Bumper Sticker #rescue #dogs #pets #animals #funny #music #bumperstickers #zazzle #pets http://t.co/opxdWS3yOk,1,rescu rock bumper sticker #rescu #dog #pet #anim #funni #music #bumperstick #zazzl #pet http co opxdw yok
Lets all hope Beale had a boozy one last night #topboozer #lions,1,let hope beal boozi one last night #topbooz #lion
